,Case 1,Case 2,P-value,Association
sq0007_6940000_6950000,0,9,0.003823034358582083,0.4669667243342232
sq0007_7160000_7170000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0007_7240000_7250000,0,7,0.015826016947418548,0.4031478844100375
sq0007_7770000_7780000,0,6,0.03142434652178249,0.36563621206356534
sq0007_8900000_8910000,0,11,0.0008486361383012883,0.5202268683827087
sq0007_10460000_10470000,0,8,0.007850313216069148,0.4366480030862637
sq0007_10470000_10480000,0,7,0.015826016947418548,0.4031478844100375
sq0007_10970000_10980000,0,10,0.0018227351663913953,0.4946847389363815
sq0007_11840000_11850000,0,14,7.246616608760606e-05,0.5866817871284814
sq0007_13870000_13880000,0,13,0.00016962883216848132,0.5659999567638938
sq0007_15920000_15930000,0,7,0.015826016947418548,0.4031478844100375
sq0007_16620000_16630000,0,9,0.003823034358582083,0.4669667243342232
sq0007_16970000_16980000,0,11,0.0008486361383012883,0.5202268683827087
sq0007_17470000_17480000,0,7,0.015826016947418548,0.4031478844100375
sq0007_17540000_17550000,0,9,0.003823034358582083,0.4669667243342232
sq0007_19360000_19370000,0,8,0.007850313216069148,0.4366480030862637
sq0007_19790000_19800000,0,8,0.007850313216069148,0.4366480030862637
sq0007_20620000_20630000,0,11,0.0008486361383012883,0.5202268683827087
sq0007_20690000_20700000,0,9,0.003823034358582083,0.4669667243342232
sq0007_21140000_21150000,0,7,0.015826016947418548,0.4031478844100375
sq0007_23670000_23680000,0,6,0.03142434652178249,0.36563621206356534
sq0007_23710000_23720000,0,8,0.007850313216069148,0.4366480030862637
sq0007_23900000_23910000,0,12,0.0003848878012656882,0.5439149940775636
sq0007_24230000_24240000,0,8,0.007850313216069148,0.4366480030862637
sq0007_24490000_24500000,0,6,0.03142434652178249,0.36563621206356534
sq0007_24660000_24670000,0,9,0.003823034358582083,0.4669667243342232
sq0007_24680000_24690000,0,7,0.015826016947418548,0.4031478844100375
sq0007_25160000_25170000,0,10,0.0018227351663913953,0.4946847389363815
sq0007_25360000_25370000,0,7,0.015826016947418548,0.4031478844100375
sq0007_25380000_25390000,0,6,0.03142434652178249,0.36563621206356534
sq0007_25530000_25540000,0,6,0.03142434652178249,0.36563621206356534
sq0007_25550000_25560000,0,14,7.246616608760606e-05,0.5866817871284814
sq0007_26030000_26040000,0,8,0.007850313216069148,0.4366480030862637
sq0007_26210000_26220000,0,11,0.0008486361383012883,0.5202268683827087
sq0007_26220000_26230000,0,10,0.0018227351663913953,0.4946847389363815
sq0007_26360000_26370000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0007_26480000_26490000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0007_26900000_26910000,0,6,0.03142434652178249,0.36563621206356534
sq0007_28680000_28690000,0,6,0.03142434652178249,0.36563621206356534
sq0007_29050000_29060000,0,7,0.015826016947418548,0.4031478844100375
sq0007_29130000_29140000,0,8,0.007850313216069148,0.4366480030862637
sq0007_29140000_29150000,0,11,0.0008486361383012883,0.5202268683827087
sq0007_30220000_30230000,0,14,7.246616608760606e-05,0.5866817871284814
sq0008_660000_670000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_900000_910000,0,6,0.03142434652178249,0.36563621206356534
sq0008_1850000_1860000,0,7,0.015826016947418548,0.4031478844100375
sq0008_5700000_5710000,0,9,0.003823034358582083,0.4669667243342232
sq0008_6440000_6450000,0,7,0.015826016947418548,0.4031478844100375
sq0008_7230000_7240000,0,10,0.0018227351663913953,0.4946847389363815
sq0008_9140000_9150000,0,6,0.03142434652178249,0.36563621206356534
sq0008_10230000_10240000,0,7,0.015826016947418548,0.4031478844100375
sq0008_10480000_10490000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_11120000_11130000,0,7,0.015826016947418548,0.4031478844100375
sq0008_11520000_11530000,0,8,0.007850313216069148,0.4366480030862637
sq0008_11610000_11620000,0,8,0.007850313216069148,0.4366480030862637
sq0008_11660000_11670000,0,8,0.007850313216069148,0.4366480030862637
sq0008_11680000_11690000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_11690000_11700000,0,7,0.015826016947418548,0.4031478844100375
sq0008_11700000_11710000,0,9,0.003823034358582083,0.4669667243342232
sq0008_11780000_11790000,0,13,0.00016962883216848132,0.5659999567638938
sq0008_14120000_14130000,0,6,0.03142434652178249,0.36563621206356534
sq0008_15440000_15450000,0,14,7.246616608760606e-05,0.5866817871284814
sq0008_15450000_15460000,0,12,0.0003848878012656882,0.5439149940775636
sq0008_15610000_15620000,0,9,0.003823034358582083,0.4669667243342232
sq0008_17510000_17520000,0,9,0.003823034358582083,0.4669667243342232
sq0008_17630000_17640000,0,6,0.03142434652178249,0.36563621206356534
sq0008_19770000_19780000,0,6,0.03142434652178249,0.36563621206356534
sq0008_22840000_22850000,0,8,0.007850313216069148,0.4366480030862637
sq0008_24090000_24100000,0,9,0.003823034358582083,0.4669667243342232
sq0008_24120000_24130000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_24260000_24270000,0,14,7.246616608760606e-05,0.5866817871284814
sq0008_24520000_24530000,0,9,0.003823034358582083,0.4669667243342232
sq0008_26150000_26160000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_26160000_26170000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_26970000_26980000,0,7,0.015826016947418548,0.4031478844100375
sq0008_27770000_27780000,0,7,0.015826016947418548,0.4031478844100375
sq0008_28020000_28030000,0,12,0.0003848878012656882,0.5439149940775636
sq0008_28030000_28040000,0,9,0.003823034358582083,0.4669667243342232
sq0008_28210000_28220000,0,6,0.03142434652178249,0.36563621206356534
sq0008_29010000_29020000,0,6,0.03142434652178249,0.36563621206356534
sq0008_29270000_29280000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_30650000_30660000,0,7,0.015826016947418548,0.4031478844100375
sq0008_31290000_31300000,0,10,0.0018227351663913953,0.4946847389363815
sq0008_31370000_31380000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_31460000_31470000,0,11,0.0008486361383012883,0.5202268683827087
sq0008_31750000_31760000,0,10,0.0018227351663913953,0.4946847389363815
sq0009_110000_120000,0,7,0.015826016947418548,0.4031478844100375
sq0009_410000_420000,0,10,0.0018227351663913953,0.4946847389363815
sq0009_640000_650000,0,13,0.00016962883216848132,0.5659999567638938
sq0009_650000_660000,0,11,0.0008486361383012883,0.5202268683827087
sq0009_840000_850000,0,9,0.003823034358582083,0.4669667243342232
sq0009_930000_940000,0,13,0.00016962883216848132,0.5659999567638938
sq0009_1070000_1080000,0,8,0.007850313216069148,0.4366480030862637
sq0009_1870000_1880000,0,11,0.0008486361383012883,0.5202268683827087
sq0009_1920000_1930000,0,13,0.00016962883216848132,0.5659999567638938
sq0009_1930000_1940000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0009_2180000_2190000,0,7,0.015826016947418548,0.4031478844100375
sq0009_2190000_2200000,0,14,7.246616608760606e-05,0.5866817871284814
sq0009_2430000_2440000,0,10,0.0018227351663913953,0.4946847389363815
sq0009_2900000_2910000,0,10,0.0018227351663913953,0.4946847389363815
sq0009_3150000_3160000,0,7,0.015826016947418548,0.4031478844100375
sq0009_4260000_4270000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0009_4270000_4280000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0009_4690000_4700000,0,6,0.03142434652178249,0.36563621206356534
sq0009_6210000_6220000,0,6,0.03142434652178249,0.36563621206356534
sq0009_8100000_8110000,0,6,0.03142434652178249,0.36563621206356534
sq0009_8190000_8200000,0,7,0.015826016947418548,0.4031478844100375
sq0009_8620000_8630000,0,6,0.03142434652178249,0.36563621206356534
sq0009_9420000_9430000,0,8,0.007850313216069148,0.4366480030862637
sq0009_9790000_9800000,0,10,0.0018227351663913953,0.4946847389363815
sq0009_11310000_11320000,0,6,0.03142434652178249,0.36563621206356534
sq0009_11640000_11650000,0,14,7.246616608760606e-05,0.5866817871284814
sq0009_11890000_11900000,0,11,0.0008486361383012883,0.5202268683827087
sq0009_11940000_11950000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_12860000_12870000,0,6,0.03142434652178249,0.36563621206356534
sq0009_13330000_13340000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_13360000_13370000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_13440000_13450000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_13460000_13470000,0,6,0.03142434652178249,0.36563621206356534
sq0009_13480000_13490000,0,6,0.03142434652178249,0.36563621206356534
sq0009_13840000_13850000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_13910000_13920000,0,9,0.003823034358582083,0.4669667243342232
sq0009_14020000_14030000,0,8,0.007850313216069148,0.4366480030862637
sq0009_14030000_14040000,0,13,0.00016962883216848132,0.5659999567638938
sq0009_14050000_14060000,0,11,0.0008486361383012883,0.5202268683827087
sq0009_14690000_14700000,0,8,0.007850313216069148,0.4366480030862637
sq0009_15050000_15060000,0,8,0.007850313216069148,0.4366480030862637
sq0009_15100000_15110000,0,7,0.015826016947418548,0.4031478844100375
sq0009_15510000_15520000,0,9,0.003823034358582083,0.4669667243342232
sq0009_16230000_16240000,0,8,0.007850313216069148,0.4366480030862637
sq0009_16470000_16480000,0,8,0.007850313216069148,0.4366480030862637
sq0009_16480000_16490000,0,9,0.003823034358582083,0.4669667243342232
sq0009_16880000_16890000,0,11,0.0008486361383012883,0.5202268683827087
sq0009_17300000_17310000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0009_19270000_19280000,0,8,0.007850313216069148,0.4366480030862637
sq0009_20960000_20970000,0,9,0.003823034358582083,0.4669667243342232
sq0009_23270000_23280000,0,10,0.0018227351663913953,0.4946847389363815
sq0009_23380000_23390000,0,9,0.003823034358582083,0.4669667243342232
sq0009_24050000_24060000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_24160000_24170000,0,7,0.015826016947418548,0.4031478844100375
sq0009_24640000_24650000,0,8,0.007850313216069148,0.4366480030862637
sq0009_24670000_24680000,0,6,0.03142434652178249,0.36563621206356534
sq0009_25470000_25480000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_25520000_25530000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0009_27310000_27320000,0,11,0.0008486361383012883,0.5202268683827087
sq0009_27660000_27670000,0,13,0.00016962883216848132,0.5659999567638938
sq0009_28160000_28170000,0,12,0.0003848878012656882,0.5439149940775636
sq0009_28990000_29000000,0,6,0.03142434652178249,0.36563621206356534
sq0009_29050000_29060000,0,9,0.003823034358582083,0.4669667243342232
sq0009_30920000_30930000,0,9,0.003823034358582083,0.4669667243342232
sq0009_30970000_30980000,0,9,0.003823034358582083,0.4669667243342232
sq0009_32520000_32530000,0,9,0.003823034358582083,0.4669667243342232
sq0009_32530000_32540000,0,8,0.007850313216069148,0.4366480030862637
sq0009_32570000_32580000,0,8,0.007850313216069148,0.4366480030862637
sq0010_70000_80000,0,11,0.0008486361383012883,0.5202268683827087
sq0010_80000_90000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_90000_100000,0,8,0.007850313216069148,0.4366480030862637
sq0010_1120000_1130000,0,6,0.03142434652178249,0.36563621206356534
sq0010_1150000_1160000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_1380000_1390000,0,14,7.246616608760606e-05,0.5866817871284814
sq0010_4530000_4540000,0,9,0.003823034358582083,0.4669667243342232
sq0010_4830000_4840000,0,9,0.003823034358582083,0.4669667243342232
sq0010_4970000_4980000,0,11,0.0008486361383012883,0.5202268683827087
sq0010_5490000_5500000,0,6,0.03142434652178249,0.36563621206356534
sq0010_6270000_6280000,0,7,0.015826016947418548,0.4031478844100375
sq0010_6380000_6390000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_6700000_6710000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_6710000_6720000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_6800000_6810000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_7140000_7150000,0,9,0.003823034358582083,0.4669667243342232
sq0010_7940000_7950000,0,6,0.03142434652178249,0.36563621206356534
sq0010_8390000_8400000,0,11,0.0008486361383012883,0.5202268683827087
sq0010_8600000_8610000,0,7,0.015826016947418548,0.4031478844100375
sq0010_8610000_8620000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_8730000_8740000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_8830000_8840000,0,7,0.015826016947418548,0.4031478844100375
sq0010_9000000_9010000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_10390000_10400000,0,11,0.0008486361383012883,0.5202268683827087
sq0010_10400000_10410000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_10430000_10440000,0,13,0.00016962883216848132,0.5659999567638938
sq0010_11020000_11030000,0,9,0.003823034358582083,0.4669667243342232
sq0010_11100000_11110000,0,8,0.007850313216069148,0.4366480030862637
sq0010_11290000_11300000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_11560000_11570000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0010_11590000_11600000,0,7,0.015826016947418548,0.4031478844100375
sq0010_11640000_11650000,0,6,0.03142434652178249,0.36563621206356534
sq0010_12570000_12580000,0,6,0.03142434652178249,0.36563621206356534
sq0010_12780000_12790000,0,7,0.015826016947418548,0.4031478844100375
sq0010_13660000_13670000,0,6,0.03142434652178249,0.36563621206356534
sq0010_15110000_15120000,0,8,0.007850313216069148,0.4366480030862637
sq0010_15980000_15990000,0,7,0.015826016947418548,0.4031478844100375
sq0010_16620000_16630000,0,6,0.03142434652178249,0.36563621206356534
sq0010_16630000_16640000,0,7,0.015826016947418548,0.4031478844100375
sq0010_16900000_16910000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_17550000_17560000,0,9,0.003823034358582083,0.4669667243342232
sq0010_19190000_19200000,0,8,0.007850313216069148,0.4366480030862637
sq0010_19890000_19900000,0,6,0.03142434652178249,0.36563621206356534
sq0010_20770000_20780000,0,9,0.003823034358582083,0.4669667243342232
sq0010_21970000_21980000,0,8,0.007850313216069148,0.4366480030862637
sq0010_23740000_23750000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_23790000_23800000,0,9,0.003823034358582083,0.4669667243342232
sq0010_24120000_24130000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_24290000_24300000,0,7,0.015826016947418548,0.4031478844100375
sq0010_24370000_24380000,0,9,0.003823034358582083,0.4669667243342232
sq0010_24420000_24430000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_25450000_25460000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_26260000_26270000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_26750000_26760000,0,14,7.246616608760606e-05,0.5866817871284814
sq0010_26900000_26910000,0,12,0.0003848878012656882,0.5439149940775636
sq0010_26940000_26950000,0,13,0.00016962883216848132,0.5659999567638938
sq0010_26950000_26960000,0,9,0.003823034358582083,0.4669667243342232
sq0010_27170000_27180000,0,13,0.00016962883216848132,0.5659999567638938
sq0010_27190000_27200000,0,11,0.0008486361383012883,0.5202268683827087
sq0010_27430000_27440000,0,13,0.00016962883216848132,0.5659999567638938
sq0010_27530000_27540000,0,13,0.00016962883216848132,0.5659999567638938
sq0010_27760000_27770000,0,6,0.03142434652178249,0.36563621206356534
sq0010_27880000_27890000,0,11,0.0008486361383012883,0.5202268683827087
sq0010_28380000_28390000,0,6,0.03142434652178249,0.36563621206356534
sq0010_28560000_28570000,0,7,0.015826016947418548,0.4031478844100375
sq0010_28570000_28580000,0,9,0.003823034358582083,0.4669667243342232
sq0010_29940000_29950000,0,10,0.0018227351663913953,0.4946847389363815
sq0010_31140000_31150000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0010_31830000_31840000,0,6,0.03142434652178249,0.36563621206356534
sq0010_31980000_31990000,0,7,0.015826016947418548,0.4031478844100375
sq0010_32010000_32020000,0,9,0.003823034358582083,0.4669667243342232
sq0010_35160000_35170000,0,8,0.007850313216069148,0.4366480030862637
sq0011_3320000_3330000,0,12,0.0003848878012656882,0.5439149940775636
sq0011_11780000_11790000,0,8,0.007850313216069148,0.4366480030862637
sq0011_11790000_11800000,0,7,0.015826016947418548,0.4031478844100375
sq0011_14040000_14050000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_15120000_15130000,0,7,0.015826016947418548,0.4031478844100375
sq0011_15580000_15590000,0,9,0.003823034358582083,0.4669667243342232
sq0011_17050000_17060000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_17410000_17420000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_17470000_17480000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_17520000_17530000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_17530000_17540000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0011_17540000_17550000,0,11,0.0008486361383012883,0.5202268683827087
sq0011_17550000_17560000,0,12,0.0003848878012656882,0.5439149940775636
sq0011_17890000_17900000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_18740000_18750000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_19390000_19400000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_19410000_19420000,0,12,0.0003848878012656882,0.5439149940775636
sq0011_19500000_19510000,0,7,0.015826016947418548,0.4031478844100375
sq0011_20450000_20460000,0,8,0.007850313216069148,0.4366480030862637
sq0011_20540000_20550000,0,9,0.003823034358582083,0.4669667243342232
sq0011_20550000_20560000,0,8,0.007850313216069148,0.4366480030862637
sq0011_21050000_21060000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_21060000_21070000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0011_21070000_21080000,0,9,0.003823034358582083,0.4669667243342232
sq0011_21120000_21130000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_21130000_21140000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0011_21180000_21190000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_21190000_21200000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_21860000_21870000,0,8,0.007850313216069148,0.4366480030862637
sq0011_22010000_22020000,0,9,0.003823034358582083,0.4669667243342232
sq0011_22020000_22030000,0,9,0.003823034358582083,0.4669667243342232
sq0011_22240000_22250000,0,12,0.0003848878012656882,0.5439149940775636
sq0011_23200000_23210000,0,7,0.015826016947418548,0.4031478844100375
sq0011_23220000_23230000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_23420000_23430000,0,9,0.003823034358582083,0.4669667243342232
sq0011_24510000_24520000,0,7,0.015826016947418548,0.4031478844100375
sq0011_25900000_25910000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_26210000_26220000,0,7,0.015826016947418548,0.4031478844100375
sq0011_26530000_26540000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_26730000_26740000,0,6,0.03142434652178249,0.36563621206356534
sq0011_29350000_29360000,0,6,0.03142434652178249,0.36563621206356534
sq0011_29790000_29800000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_30220000_30230000,0,9,0.003823034358582083,0.4669667243342232
sq0011_30420000_30430000,0,8,0.007850313216069148,0.4366480030862637
sq0011_31100000_31110000,0,6,0.03142434652178249,0.36563621206356534
sq0011_31940000_31950000,0,11,0.0008486361383012883,0.5202268683827087
sq0011_32370000_32380000,0,12,0.0003848878012656882,0.5439149940775636
sq0011_32930000_32940000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0011_32980000_32990000,0,9,0.003823034358582083,0.4669667243342232
sq0011_33570000_33580000,0,8,0.007850313216069148,0.4366480030862637
sq0011_33580000_33590000,0,9,0.003823034358582083,0.4669667243342232
sq0011_34480000_34490000,0,8,0.007850313216069148,0.4366480030862637
sq0011_34530000_34540000,0,9,0.003823034358582083,0.4669667243342232
sq0011_35460000_35470000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_35480000_35490000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_35520000_35530000,0,9,0.003823034358582083,0.4669667243342232
sq0011_35750000_35760000,0,13,0.00016962883216848132,0.5659999567638938
sq0011_35860000_35870000,0,6,0.03142434652178249,0.36563621206356534
sq0011_36780000_36790000,0,11,0.0008486361383012883,0.5202268683827087
sq0011_37380000_37390000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_37400000_37410000,0,8,0.007850313216069148,0.4366480030862637
sq0011_37960000_37970000,0,9,0.003823034358582083,0.4669667243342232
sq0011_38250000_38260000,0,11,0.0008486361383012883,0.5202268683827087
sq0011_38260000_38270000,0,14,7.246616608760606e-05,0.5866817871284814
sq0011_38470000_38480000,0,9,0.003823034358582083,0.4669667243342232
sq0011_38700000_38710000,0,7,0.015826016947418548,0.4031478844100375
sq0011_39410000_39420000,0,11,0.0008486361383012883,0.5202268683827087
sq0011_39440000_39450000,0,9,0.003823034358582083,0.4669667243342232
sq0011_39730000_39740000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_40090000_40100000,0,10,0.0018227351663913953,0.4946847389363815
sq0011_40800000_40810000,0,9,0.003823034358582083,0.4669667243342232
sq0012_5350000_5360000,0,9,0.003823034358582083,0.4669667243342232
sq0012_11030000_11040000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_11660000_11670000,0,13,0.00016962883216848132,0.5659999567638938
sq0012_13370000_13380000,0,6,0.03142434652178249,0.36563621206356534
sq0012_13580000_13590000,0,8,0.007850313216069148,0.4366480030862637
sq0012_16840000_16850000,0,6,0.03142434652178249,0.36563621206356534
sq0012_17160000_17170000,0,9,0.003823034358582083,0.4669667243342232
sq0012_17210000_17220000,0,12,0.0003848878012656882,0.5439149940775636
sq0012_17240000_17250000,0,8,0.007850313216069148,0.4366480030862637
sq0012_17250000_17260000,0,9,0.003823034358582083,0.4669667243342232
sq0012_17620000_17630000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_19400000_19410000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_19410000_19420000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_19420000_19430000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_19480000_19490000,0,12,0.0003848878012656882,0.5439149940775636
sq0012_20370000_20380000,0,7,0.015826016947418548,0.4031478844100375
sq0012_20380000_20390000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_20420000_20430000,0,12,0.0003848878012656882,0.5439149940775636
sq0012_20440000_20450000,0,12,0.0003848878012656882,0.5439149940775636
sq0012_20690000_20700000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_22180000_22190000,0,6,0.03142434652178249,0.36563621206356534
sq0012_22470000_22480000,0,6,0.03142434652178249,0.36563621206356534
sq0012_22480000_22490000,0,9,0.003823034358582083,0.4669667243342232
sq0012_22960000_22970000,0,9,0.003823034358582083,0.4669667243342232
sq0012_23640000_23650000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_24670000_24680000,0,7,0.015826016947418548,0.4031478844100375
sq0012_25980000_25990000,0,6,0.03142434652178249,0.36563621206356534
sq0012_26490000_26500000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_28310000_28320000,0,9,0.003823034358582083,0.4669667243342232
sq0012_29640000_29650000,0,12,0.0003848878012656882,0.5439149940775636
sq0012_29660000_29670000,0,8,0.007850313216069148,0.4366480030862637
sq0012_29950000_29960000,0,6,0.03142434652178249,0.36563621206356534
sq0012_30460000_30470000,0,7,0.015826016947418548,0.4031478844100375
sq0012_31960000_31970000,0,9,0.003823034358582083,0.4669667243342232
sq0012_32290000_32300000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_32710000_32720000,0,6,0.03142434652178249,0.36563621206356534
sq0012_34310000_34320000,0,6,0.03142434652178249,0.36563621206356534
sq0012_34350000_34360000,0,6,0.03142434652178249,0.36563621206356534
sq0012_34470000_34480000,0,6,0.03142434652178249,0.36563621206356534
sq0012_36490000_36500000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_36630000_36640000,0,6,0.03142434652178249,0.36563621206356534
sq0012_36990000_37000000,0,6,0.03142434652178249,0.36563621206356534
sq0012_37730000_37740000,0,9,0.003823034358582083,0.4669667243342232
sq0012_37780000_37790000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_40460000_40470000,0,6,0.03142434652178249,0.36563621206356534
sq0012_40940000_40950000,0,8,0.007850313216069148,0.4366480030862637
sq0012_41140000_41150000,0,9,0.003823034358582083,0.4669667243342232
sq0012_41150000_41160000,0,12,0.0003848878012656882,0.5439149940775636
sq0012_43300000_43310000,0,6,0.03142434652178249,0.36563621206356534
sq0012_43450000_43460000,0,8,0.007850313216069148,0.4366480030862637
sq0012_43830000_43840000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_43840000_43850000,0,9,0.003823034358582083,0.4669667243342232
sq0012_44050000_44060000,0,10,0.0018227351663913953,0.4946847389363815
sq0012_44180000_44190000,0,7,0.015826016947418548,0.4031478844100375
sq0012_44430000_44440000,0,7,0.015826016947418548,0.4031478844100375
sq0012_44730000_44740000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_44750000_44760000,0,8,0.007850313216069148,0.4366480030862637
sq0012_45210000_45220000,0,11,0.0008486361383012883,0.5202268683827087
sq0012_46450000_46460000,0,13,0.00016962883216848132,0.5659999567638938
sq0013_300000_310000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_8830000_8840000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_9640000_9650000,0,13,0.00016962883216848132,0.5659999567638938
sq0013_10690000_10700000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_10700000_10710000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_12550000_12560000,0,6,0.03142434652178249,0.36563621206356534
sq0013_12920000_12930000,0,9,0.003823034358582083,0.4669667243342232
sq0013_13440000_13450000,0,7,0.015826016947418548,0.4031478844100375
sq0013_16030000_16040000,0,9,0.003823034358582083,0.4669667243342232
sq0013_16190000_16200000,0,7,0.015826016947418548,0.4031478844100375
sq0013_16940000_16950000,0,14,7.246616608760606e-05,0.5866817871284814
sq0013_17250000_17260000,0,8,0.007850313216069148,0.4366480030862637
sq0013_18080000_18090000,0,8,0.007850313216069148,0.4366480030862637
sq0013_18290000_18300000,0,9,0.003823034358582083,0.4669667243342232
sq0013_18620000_18630000,0,7,0.015826016947418548,0.4031478844100375
sq0013_18630000_18640000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_19280000_19290000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_19450000_19460000,0,6,0.03142434652178249,0.36563621206356534
sq0013_19540000_19550000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_19840000_19850000,0,6,0.03142434652178249,0.36563621206356534
sq0013_19850000_19860000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_20510000_20520000,0,8,0.007850313216069148,0.4366480030862637
sq0013_20610000_20620000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_20780000_20790000,0,12,0.0003848878012656882,0.5439149940775636
sq0013_20820000_20830000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_20850000_20860000,0,6,0.03142434652178249,0.36563621206356534
sq0013_22280000_22290000,0,7,0.015826016947418548,0.4031478844100375
sq0013_22660000_22670000,0,7,0.015826016947418548,0.4031478844100375
sq0013_22770000_22780000,0,6,0.03142434652178249,0.36563621206356534
sq0013_22900000_22910000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_22990000_23000000,0,8,0.007850313216069148,0.4366480030862637
sq0013_23090000_23100000,0,9,0.003823034358582083,0.4669667243342232
sq0013_23600000_23610000,0,8,0.007850313216069148,0.4366480030862637
sq0013_25630000_25640000,0,8,0.007850313216069148,0.4366480030862637
sq0013_26980000_26990000,0,9,0.003823034358582083,0.4669667243342232
sq0013_27010000_27020000,0,6,0.03142434652178249,0.36563621206356534
sq0013_27230000_27240000,0,8,0.007850313216069148,0.4366480030862637
